session_id,minute_index,viewer_count,join_rate_per_min,comment_rate_per_min,aud_u18_share,aud_18_24_share,aud_25_plus_share,aud_unknown_share,text_signal,audio_signal,visual_signal,behavior_signal,novelty_score,risk_score,event_flag
sess_000688,14,32,0.0714,0.9457,0.7583,0.1339,0.0867,0.0211,0.2431,0.19,0.0867,0.2306,0.1613,0.2001,
sess_000689,0,31,0.2396,0.9553,,,,1.0,0.2994,0.0627,0.1348,0.0212,0.1248,0.1349,
sess_000689,1,34,0.1839,0.4365,,,,1.0,0.2994,0.0627,0.1348,0.0212,0.1248,0.1349,
sess_000689,2,51,0.346,0.3529,,,,1.0,0.2994,0.0627,0.1348,0.0212,0.1248,0.1349,
sess_000689,3,55,0.1999,1.3053,,,,1.0,0.2994,0.0627,0.1348,0.0212,0.1248,0.1349,
sess_000689,4,61,0.2902,1.1687,,,,1.0,0.2994,0.0627,0.1348,0.0212,0.1248,0.1349,
sess_000689,5,66,0.1493,0.6886,,,,1.0,0.2994,0.0627,0.1348,0.0212,0.1248,0.1349,
sess_000689,6,72,0.1747,0.3707,,,,1.0,0.2994,0.0627,0.1348,0.0212,0.1248,0.1349,
sess_000689,7,69,0.3268,0.477,,,,1.0,0.2994,0.0627,0.1348,0.0212,0.1248,0.1349,
sess_000689,8,98,0.3352,0.9891,,,,1.0,0.8995,0.0627,0.1348,0.2454,0.3394,0.3512,
sess_000689,9,85,0.2536,0.4015,,,,1.0,0.8555,0.0627,0.1348,0.0607,0.2496,0.2808,
sess_000689,10,100,0.1899,1.0704,,,,1.0,0.8555,0.0627,0.1348,0.0607,0.2496,0.2808,
sess_000689,11,102,0.191,0.6202,,,,1.0,0.8555,0.0627,0.1348,0.0607,0.2496,0.2808,
sess_000690,0,14,,0.2598,0.3439,0.569,0.0778,0.0093,0.5326,0.1435,0.1796,0.3509,0.5696,0.3317,
sess_000691,0,10,,0.0919,0.2103,0.4621,0.2468,0.0808,0.2393,0.0043,0.0868,0.0943,0.1333,0.1134,
sess_000692,0,40,,0.0421,0.207,0.3847,0.2414,0.167,0.3207,0.0202,0.0365,0.0465,0.416,0.1485,
sess_000693,0,164,0.2511,0.1907,0.1064,0.4124,0.055,0.4262,0.1716,0.0174,0.0833,0.1148,0.2417,0.1205,
sess_000693,1,166,0.1747,0.2214,0.1064,0.4124,0.055,0.4262,0.1716,0.0174,0.0833,0.1148,0.2417,0.1205,report_spike
sess_000693,2,179,0.1456,0.285,0.1064,0.4124,0.055,0.4262,0.1716,0.0174,0.0833,0.1148,0.2417,0.1205,
sess_000693,3,174,0.1579,0.1055,0.1064,0.4124,0.055,0.4262,0.1716,0.0174,0.0833,0.1148,0.2417,0.1205,
sess_000693,4,235,0.1225,0.2389,0.1064,0.4124,0.055,0.4262,0.1716,0.0174,0.0833,0.1148,0.2417,0.1205,
sess_000693,5,224,0.2376,0.1731,0.1064,0.4124,0.055,0.4262,0.1716,0.0174,0.0833,0.1148,0.2417,0.1205,
sess_000693,6,202,0.2123,0.309,0.1064,0.4124,0.055,0.4262,0.1716,0.0174,0.0833,0.1148,0.2417,0.1205,
sess_000693,7,252,0.169,0.2032,0.1064,0.4124,0.055,0.4262,0.1716,0.0174,0.0833,0.1148,0.2417,0.1205,
sess_000693,8,239,0.0953,0.3673,0.1064,0.4124,0.055,0.4262,0.1716,0.0174,0.0833,0.1148,0.2417,0.1205,
sess_000693,9,278,0.2051,0.1818,0.1064,0.4124,0.055,0.4262,0.1716,0.0174,0.0833,0.1148,0.2417,0.1205,
sess_000693,10,287,0.1486,0.1921,0.1064,0.4124,0.055,0.4262,0.1716,0.0174,0.0833,0.1148,0.2417,0.1205,
sess_000693,11,332,0.1727,0.3705,0.1064,0.4124,0.055,0.4262,0.1716,0.0174,0.0833,0.1148,0.2417,0.1205,
sess_000693,12,304,0.1598,0.2019,0.1064,0.4124,0.055,0.4262,0.1716,0.0174,0.0833,0.1148,0.2417,0.1205,
sess_000693,13,357,0.1402,0.3079,0.1064,0.4124,0.055,0.4262,0.1716,0.0174,0.0833,0.1148,0.2417,0.1205,report_spike
sess_000693,14,372,0.1934,0.2096,0.1064,0.4124,0.055,0.4262,0.1716,0.0174,0.0833,0.1148,0.2417,0.1205,
sess_000694,0,9,0.054,0.5596,0.2622,0.1429,0.126,0.4689,0.4297,0.1656,0.2004,0.0811,0.5336,0.248,
sess_000694,1,11,0.0666,0.3641,0.2622,0.1429,0.126,0.4689,0.4297,0.1656,0.2004,0.0811,0.5336,0.248,
sess_000694,2,14,0.0704,0.6306,0.2622,0.1429,0.126,0.4689,0.4297,0.1656,0.2004,0.0811,0.5336,0.248,
sess_000694,3,14,0.0458,0.3784,0.2622,0.1429,0.126,0.4689,0.4297,0.1656,0.2004,0.0811,0.5336,0.248,
sess_000694,4,15,0.0506,0.4446,0.2622,0.1429,0.126,0.4689,0.4297,0.1656,0.2004,0.0811,0.5336,0.248,
sess_000694,5,17,0.0542,0.7424,0.2622,0.1429,0.126,0.4689,0.4297,0.1656,0.2004,0.0811,0.5336,0.248,
sess_000694,6,16,0.0553,0.3448,0.2622,0.1429,0.126,0.4689,0.4297,0.1656,0.2004,0.0811,0.5336,0.248,
sess_000694,7,16,0.0431,0.2095,0.2622,0.1429,0.126,0.4689,0.4297,0.1656,0.2004,0.0811,0.5336,0.248,
sess_000694,8,21,0.0369,0.2123,0.2622,0.1429,0.126,0.4689,0.4297,0.1656,0.2004,0.0811,0.5336,0.248,
sess_000694,9,21,0.0463,0.299,0.2622,0.1429,0.126,0.4689,0.4297,0.1656,0.2004,0.0811,0.5336,0.248,
sess_000694,10,21,0.0632,0.3233,0.2622,0.1429,0.126,0.4689,0.4297,0.1656,0.2004,0.0811,0.5336,0.248,
sess_000694,11,26,0.0395,0.2747,0.2622,0.1429,0.126,0.4689,0.4297,0.1656,0.2004,0.0811,0.5336,0.248,
sess_000694,12,24,0.0502,0.2712,0.2622,0.1429,0.126,0.4689,0.4297,0.1656,0.2004,0.0811,0.5336,0.248,
sess_000694,13,28,0.0287,0.6206,0.2622,0.1429,0.126,0.4689,0.4297,0.1656,0.2004,0.0811,0.5336,0.248,
sess_000694,14,28,0.0416,0.6548,0.2622,0.1429,0.126,0.4689,0.4297,0.1656,0.2004,0.0811,0.5336,0.248,
sess_000695,0,49,0.0559,0.2741,0.2702,0.5813,0.0223,0.1262,0.0415,0.0111,0.0708,0.1795,0.1544,0.1046,
sess_000695,1,39,0.0706,0.1515,0.2702,0.5813,0.0223,0.1262,0.0415,0.0111,0.0708,0.1795,0.1544,0.1046,
sess_000695,2,54,0.0756,0.252,0.2702,0.5813,0.0223,0.1262,0.0415,0.0111,0.0708,0.1795,0.1544,0.1046,
sess_000695,3,61,0.0615,0.0999,0.2702,0.5813,0.0223,0.1262,0.0415,0.0111,0.0708,0.1795,0.1544,0.1046,
sess_000695,4,55,0.0342,0.1933,0.2702,0.5813,0.0223,0.1262,0.0415,0.0111,0.0708,0.1795,0.1544,0.1046,
sess_000695,5,77,0.0358,0.2636,0.2702,0.5813,0.0223,0.1262,0.0415,0.0111,0.0708,0.1795,0.1544,0.1046,
sess_000695,6,85,0.068,0.3126,0.2702,0.5813,0.0223,0.1262,0.0415,0.0111,0.0708,0.1795,0.1544,0.1046,
sess_000695,7,81,0.0475,0.1624,0.2702,0.5813,0.0223,0.1262,0.0415,0.0111,0.0708,0.1795,0.1544,0.1046,
sess_000695,8,98,0.0558,0.2112,0.2702,0.5813,0.0223,0.1262,0.0415,0.0111,0.0708,0.1795,0.1544,0.1046,
sess_000695,9,96,0.0872,0.0949,0.2702,0.5813,0.0223,0.1262,0.0415,0.0111,0.0708,0.1795,0.1544,0.1046,
sess_000695,10,107,0.0513,0.3099,0.2702,0.5813,0.0223,0.1262,0.0415,0.0111,0.0708,0.1795,0.1544,0.1046,
sess_000695,11,101,0.0594,0.2387,0.2702,0.5813,0.0223,0.1262,0.0415,0.0111,0.0708,0.1795,0.1544,0.1046,
sess_000695,12,118,0.0578,0.1652,0.2702,0.5813,0.0223,0.1262,0.0415,0.0111,0.0708,0.1795,0.1544,0.1046,
sess_000695,13,111,0.0563,0.2169,0.2702,0.5813,0.0223,0.1262,0.0415,0.0111,0.0708,0.1795,0.1544,0.1046,
sess_000695,14,119,0.089,0.143,0.2702,0.5813,0.0223,0.1262,0.0415,0.0111,0.0708,0.1795,0.1544,0.1046,
sess_000696,0,41,0.0572,5.9333,0.5936,0.1649,0.0273,0.2143,0.3331,0.1692,0.0589,0.1134,0.1184,0.2088,
sess_000696,1,42,0.0729,6.2452,0.5936,0.1649,0.0273,0.2143,0.3331,0.1692,0.0589,0.1134,0.1184,0.2088,
sess_000696,2,49,0.13,4.8297,0.5936,0.1649,0.0273,0.2143,0.3331,0.1692,0.0589,0.1134,0.1184,0.2088,
sess_000696,3,56,0.1088,6.9008,0.5936,0.1649,0.0273,0.2143,0.3331,0.1692,0.0589,0.1134,0.1184,0.2088,
sess_000696,4,56,0.0712,13.5115,0.5936,0.1649,0.0273,0.2143,0.3331,0.1692,0.0589,0.1134,0.1184,0.2088,
sess_000696,5,64,0.0875,14.6082,0.5936,0.1649,0.0273,0.2143,0.3331,0.1692,0.0589,0.1134,0.1184,0.2088,
sess_000696,6,70,0.1788,4.2348,0.5936,0.1649,0.0273,0.2143,0.3331,0.1692,0.0589,0.1134,0.1184,0.2088,
sess_000696,7,72,0.0672,6.6612,0.5936,0.1649,0.0273,0.2143,0.3331,0.1692,0.0589,0.1134,0.1184,0.2088,
sess_000696,8,78,0.0844,7.0845,0.5936,0.1649,0.0273,0.2143,0.3331,0.1692,0.0589,0.1134,0.1184,0.2088,
sess_000696,9,81,0.0921,5.3362,0.5936,0.1649,0.0273,0.2143,0.3331,0.1692,0.0589,0.1134,0.1184,0.2088,
sess_000696,10,97,0.0718,7.4885,0.5936,0.1649,0.0273,0.2143,0.3331,0.1692,0.0589,0.1134,0.1184,0.2088,
sess_000696,11,87,0.0769,5.3879,0.5936,0.1649,0.0273,0.2143,0.3331,0.1692,0.0589,0.1134,0.1184,0.2088,
sess_000696,12,98,0.0989,4.7194,0.5936,0.1649,0.0273,0.2143,0.3331,0.1692,0.0589,0.1134,0.1184,0.2088,
sess_000696,13,101,0.0739,4.8389,0.5936,0.1649,0.0273,0.2143,0.3331,0.1692,0.0589,0.1134,0.1184,0.2088,
sess_000696,14,115,0.0669,7.1362,0.5936,0.1649,0.0273,0.2143,0.3331,0.1692,0.0589,0.1134,0.1184,0.2088,
sess_000697,0,6,0.0472,0.7975,,,,,0.0614,0.0951,0.1111,0.0561,0.2634,0.1159,
sess_000697,1,7,0.0252,2.1946,,,,,0.0614,0.0951,0.1111,0.0561,0.2634,0.1159,
sess_000697,2,9,0.0255,1.6985,,,,,0.0614,0.0951,0.1111,0.0561,0.2634,0.1159,
sess_000697,3,10,0.0176,1.6804,,,,,0.0614,0.0951,0.1111,0.0561,0.2634,0.1159,
sess_000697,4,10,0.0211,1.1341,,,,,0.0614,0.0951,0.1111,0.0561,0.2634,0.1159,
sess_000697,5,11,0.0289,1.3054,,,,,0.0614,0.0951,0.1111,0.0561,0.2634,0.1159,
sess_000697,6,11,0.0284,0.7953,,,,,0.0614,0.0951,0.1111,0.0561,0.2634,0.1159,
sess_000697,7,14,0.0256,1.6653,,,,,0.0614,0.0951,0.1111,0.0561,0.2634,0.1159,
sess_000697,8,15,0.0373,1.5504,,,,,0.0614,0.0951,0.1111,0.0561,0.2634,0.1159,
sess_000697,9,14,0.0279,0.789,,,,,0.0614,0.0951,0.1111,0.0561,0.2634,0.1159,
sess_000697,10,14,0.0298,1.2221,,,,,0.0614,0.0951,0.1111,0.0561,0.2634,0.1159,
sess_000697,11,14,0.0302,1.817,,,,,0.0614,0.0951,0.1111,0.0561,0.2634,0.1159,
sess_000697,12,18,0.032,1.1185,,,,,0.0614,0.0951,0.1111,0.0561,0.2634,0.1159,
sess_000697,13,18,0.0301,1.0091,,,,,0.0614,0.0951,0.1111,0.0561,0.2634,0.1159,
sess_000697,14,18,0.0347,1.5568,,,,,0.0614,0.0951,0.1111,0.0561,0.2634,0.1159,
sess_000698,0,48,,0.0934,0.276,0.1664,0.5149,0.0427,0.0178,0.0711,0.1436,0.0446,0.4156,0.1019,
sess_000699,0,28,,0.0223,0.4072,0.4409,0.135,0.0168,0.1309,0.063,0.0277,0.2658,0.0527,0.1249,
sess_000700,0,6,,0.0245,0.123,0.5862,0.1389,0.1519,0.1573,0.0325,0.084,0.1899,0.0932,0.1361,
sess_000701,0,62,,0.0897,0.515,0.2469,0.1122,0.126,0.0639,0.0303,0.0181,0.0489,0.195,0.0976,
sess_000702,0,6,,0.1099,0.1686,0.5834,0.0613,0.1868,0.1886,0.0742,0.2659,0.1945,0.6213,0.2636,
sess_000703,0,100,0.1283,0.2199,0.1291,0.4103,0.3033,0.1573,0.2488,0.012,0.0356,0.1108,0.2249,0.1246,
sess_000703,1,99,0.1292,0.1336,0.1291,0.4103,0.3033,0.1573,0.2488,0.012,0.0356,0.1108,0.2249,0.1246,
sess_000703,2,100,0.0933,0.2264,0.1291,0.4103,0.3033,0.1573,0.2488,0.012,0.0356,0.1108,0.2249,0.1246,
sess_000703,3,125,0.0627,0.1647,0.1291,0.4103,0.3033,0.1573,0.2488,0.012,0.0356,0.1108,0.2249,0.1246,
sess_000703,4,150,0.1363,0.3514,0.1291,0.4103,0.3033,0.1573,0.2488,0.012,0.0356,0.1108,0.2249,0.1246,
sess_000703,5,162,0.1169,0.1846,0.1291,0.4103,0.3033,0.1573,0.2488,0.012,0.0356,0.1108,0.2249,0.1246,
sess_000703,6,152,0.0971,0.3462,0.1291,0.4103,0.3033,0.1573,0.2488,0.012,0.0356,0.1108,0.2249,0.1246,
sess_000703,7,186,0.0943,0.2964,0.1291,0.4103,0.3033,0.1573,0.2488,0.012,0.0356,0.1108,0.2249,0.1246,
sess_000703,8,199,0.1365,0.3551,0.1291,0.4103,0.3033,0.1573,0.2488,0.012,0.0356,0.1108,0.2249,0.1246,
sess_000703,9,203,0.1124,0.2664,0.1291,0.4103,0.3033,0.1573,0.2488,0.012,0.0356,0.1108,0.2249,0.1246,
sess_000703,10,228,0.1451,0.2683,0.1291,0.4103,0.3033,0.1573,0.2488,0.012,0.0356,0.1108,0.2249,0.1246,
sess_000703,11,242,0.191,0.6357,0.1291,0.4103,0.3033,0.1573,0.2488,0.012,0.0356,0.1108,0.2249,0.1246,
sess_000703,12,274,0.2682,0.4162,0.1291,0.4103,0.3033,0.1573,0.2488,0.012,0.0356,0.1108,0.2249,0.1246,
sess_000703,13,212,0.1266,0.1553,0.1291,0.4103,0.3033,0.1573,0.2488,0.012,0.0356,0.1108,0.2249,0.1246,
sess_000703,14,285,0.111,0.3036,0.1291,0.4103,0.3033,0.1573,0.2488,0.012,0.0356,0.1108,0.2249,0.1246,
sess_000704,0,73,,0.0698,0.2093,0.1233,0.4571,0.2103,0.5409,0.1177,0.0608,0.2873,0.4048,0.3181,
sess_000705,0,42,0.2617,0.1592,0.0491,0.3977,0.0156,0.5377,0.1655,0.2752,0.0895,0.1682,0.5631,0.1947,
sess_000705,1,69,0.3089,0.2394,0.0491,0.3977,0.0156,0.5377,0.1655,0.2752,0.0895,0.1682,0.5631,0.1947,
sess_000705,2,68,0.2433,0.1448,0.0491,0.3977,0.0156,0.5377,0.1655,0.2752,0.0895,0.1682,0.5631,0.1947,
sess_000705,3,75,0.2836,0.2269,0.0491,0.3977,0.0156,0.5377,0.1655,0.2752,0.0895,0.1682,0.5631,0.1947,
sess_000705,4,66,0.2777,0.167,0.0491,0.3977,0.0156,0.5377,0.1655,0.2752,0.0895,0.1682,0.5631,0.1947,
sess_000705,5,78,0.3061,0.1979,0.0491,0.3977,0.0156,0.5377,0.1655,0.2752,0.0895,0.1682,0.5631,0.1947,
sess_000705,6,109,0.288,0.1677,0.0491,0.3977,0.0156,0.5377,0.1655,0.2752,0.0895,0.1682,0.5631,0.1947,
sess_000705,7,97,0.1903,0.2862,0.0491,0.3977,0.0156,0.5377,0.1655,0.2752,0.0895,0.1682,0.5631,0.1947,
sess_000705,8,107,0.2772,0.1282,0.0491,0.3977,0.0156,0.5377,0.1655,0.2752,0.0895,0.1682,0.5631,0.1947,
sess_000705,9,117,0.2019,0.1532,0.0491,0.3977,0.0156,0.5377,0.1655,0.2752,0.0895,0.1682,0.5631,0.1947,
sess_000705,10,118,0.2206,0.141,0.0491,0.3977,0.0156,0.5377,0.1655,0.2752,0.0895,0.1682,0.5631,0.1947,
sess_000705,11,124,0.3284,0.2545,0.0491,0.3977,0.0156,0.5377,0.1655,0.2752,0.0895,0.1682,0.5631,0.1947,
sess_000705,12,136,0.2881,0.1575,0.0491,0.3977,0.0156,0.5377,0.1655,0.2752,0.0895,0.1682,0.5631,0.1947,
sess_000705,13,146,0.1653,0.2165,0.0491,0.3977,0.0156,0.5377,0.1655,0.2752,0.0895,0.1682,0.5631,0.1947,
sess_000705,14,150,0.2494,0.1445,0.0491,0.3977,0.0156,0.5377,0.1655,0.2752,0.0895,0.1682,0.5631,0.1947,
sess_000706,0,8,0.15,3.2905,0.3803,0.3516,0.0092,0.2589,0.019,0.1103,0.0215,0.2556,0.2112,0.1299,
sess_000706,1,12,0.1956,5.1872,0.3803,0.3516,0.0092,0.2589,0.019,0.1103,0.0215,0.2556,0.2112,0.1299,
sess_000706,2,13,0.1936,7.21,0.3803,0.3516,0.0092,0.2589,0.019,0.1103,0.0215,0.2556,0.2112,0.1299,
sess_000706,3,13,0.0858,3.8815,0.3803,0.3516,0.0092,0.2589,0.019,0.1103,0.0215,0.2556,0.2112,0.1299,
sess_000706,4,14,0.1983,2.0357,0.3803,0.3516,0.0092,0.2589,0.019,0.1103,0.0215,0.2556,0.2112,0.1299,
sess_000706,5,17,0.226,4.4999,0.3803,0.3516,0.0092,0.2589,0.019,0.1103,0.0215,0.2556,0.2112,0.1299,
sess_000706,6,18,0.1353,5.7628,0.4366,0.3196,0.0084,0.2354,0.019,0.1103,0.0215,0.2556,0.2112,0.1299,report_spike
sess_000706,7,19,0.155,4.4053,0.4366,0.3196,0.0084,0.2354,0.019,0.1103,0.0215,0.2556,0.2112,0.1299,
sess_000706,8,21,0.1701,4.7955,0.4366,0.3196,0.0084,0.2354,0.019,0.1103,0.0215,0.2556,0.2112,0.1299,
sess_000706,9,20,0.1557,6.9683,0.4366,0.3196,0.0084,0.2354,0.019,0.1103,0.0215,0.2556,0.2112,0.1299,
sess_000706,10,24,0.2184,5.1762,0.4366,0.3196,0.0084,0.2354,0.019,0.1103,0.0215,0.2556,0.2112,0.1299,
sess_000706,11,24,0.2315,3.8366,0.4366,0.3196,0.0084,0.2354,0.019,0.1103,0.0215,0.2556,0.2112,0.1299,
sess_000706,12,25,0.2493,6.1474,0.4366,0.3196,0.0084,0.2354,0.019,0.1103,0.0215,0.2556,0.2112,0.1299,
sess_000706,13,26,0.1378,3.1215,0.4366,0.3196,0.0084,0.2354,0.019,0.1103,0.0215,0.2556,0.2112,0.1299,
sess_000706,14,28,0.2034,2.0934,0.4366,0.3196,0.0084,0.2354,0.019,0.1103,0.0215,0.2556,0.2112,0.1299,
sess_000707,0,81,0.6889,0.7536,0.1009,0.4043,0.3291,0.1657,0.1271,0.1962,0.1399,0.2137,0.0669,0.1658,
sess_000707,1,71,0.5475,0.9727,0.1009,0.4043,0.3291,0.1657,0.1271,0.1962,0.1399,0.2137,0.0669,0.1658,
sess_000707,2,83,0.7546,0.453,0.1009,0.4043,0.3291,0.1657,0.1271,0.1962,0.1399,0.2137,0.0669,0.1658,
sess_000707,3,79,0.9313,0.6131,0.1009,0.4043,0.3291,0.1657,0.1271,0.1962,0.1399,0.2137,0.0669,0.1658,
sess_000707,4,88,0.5972,1.4829,0.1009,0.4043,0.3291,0.1657,0.1271,0.1962,0.1399,0.2137,0.0669,0.1658,
sess_000707,5,110,0.6042,0.7674,0.1009,0.4043,0.3291,0.1657,0.1271,0.1962,0.1399,0.2137,0.0669,0.1658,
sess_000707,6,105,0.4732,0.6787,0.1009,0.4043,0.3291,0.1657,0.1271,0.1962,0.1399,0.2137,0.0669,0.1658,
sess_000707,7,136,0.9398,0.7997,0.1009,0.4043,0.3291,0.1657,0.1271,0.1962,0.1399,0.2137,0.0669,0.1658,
sess_000707,8,123,0.8614,0.7298,0.1009,0.4043,0.3291,0.1657,0.1271,0.1962,0.1399,0.2137,0.0669,0.1658,
sess_000707,9,142,0.4912,0.9566,0.1009,0.4043,0.3291,0.1657,0.1271,0.1962,0.1399,0.2137,0.0669,0.1658,
sess_000707,10,139,0.7264,1.4165,0.1009,0.4043,0.3291,0.1657,0.1271,0.1962,0.1399,0.2137,0.0669,0.1658,
sess_000707,11,146,0.4962,0.8123,0.1009,0.4043,0.3291,0.1657,0.1271,0.1962,0.1399,0.2137,0.0669,0.1658,
sess_000707,12,172,0.6695,0.8784,0.1009,0.4043,0.3291,0.1657,0.1271,0.1962,0.1399,0.2137,0.0669,0.1658,
sess_000707,13,179,0.7373,2.0314,0.1009,0.4043,0.3291,0.1657,0.1271,0.1962,0.1399,0.2137,0.0669,0.1658,
sess_000707,14,165,0.6462,0.5558,0.1009,0.4043,0.3291,0.1657,0.1271,0.1962,0.1399,0.2137,0.0669,0.1658,
sess_000708,0,45,0.05,1.826,0.1891,0.7365,0.0713,0.003,0.0827,0.0097,0.2362,0.3332,0.2771,0.2011,
sess_000708,1,71,0.053,0.836,0.1891,0.7365,0.0713,0.003,0.0827,0.0097,0.2362,0.3332,0.2771,0.2011,
sess_000708,2,78,0.0349,1.9275,0.1891,0.7365,0.0713,0.003,0.0827,0.0097,0.2362,0.3332,0.2771,0.2011,
sess_000708,3,73,0.0415,1.9675,0.1891,0.7365,0.0713,0.003,0.0827,0.0097,0.2362,0.3332,0.2771,0.2011,
sess_000708,4,91,0.0491,3.1702,0.1891,0.7365,0.0713,0.003,0.0827,0.0097,0.2362,0.3332,0.2771,0.2011,
sess_000708,5,103,0.0713,1.8979,0.1891,0.7365,0.0713,0.003,0.0827,0.0097,0.2362,0.3332,0.2771,0.2011,
sess_000708,6,93,0.0483,2.8696,0.1891,0.7365,0.0713,0.003,0.0827,0.0097,0.2362,0.3332,0.2771,0.2011,
sess_000708,7,113,0.0254,2.1541,0.1891,0.7365,0.0713,0.003,0.0827,0.0097,0.2362,0.3332,0.2771,0.2011,
sess_000708,8,92,0.0485,1.6083,0.1891,0.7365,0.0713,0.003,0.0827,0.0097,0.2362,0.3332,0.2771,0.2011,
sess_000708,9,111,0.0602,1.5431,0.1891,0.7365,0.0713,0.003,0.0827,0.0097,0.2362,0.3332,0.2771,0.2011,
sess_000708,10,125,0.0386,1.986,0.1891,0.7365,0.0713,0.003,0.0827,0.0097,0.2362,0.3332,0.2771,0.2011,
sess_000708,11,141,0.0391,2.4213,0.1891,0.7365,0.0713,0.003,0.0827,0.0097,0.2362,0.3332,0.2771,0.2011,
sess_000708,12,140,0.0493,1.712,0.1891,0.7365,0.0713,0.003,0.0827,0.0097,0.2362,0.3332,0.2771,0.2011,
sess_000708,13,153,0.0576,1.8471,0.1891,0.7365,0.0713,0.003,0.0827,0.0097,0.2362,0.3332,0.2771,0.2011,
sess_000708,14,155,0.0586,2.3393,0.1891,0.7365,0.0713,0.003,0.0827,0.0097,0.2362,0.3332,0.2771,0.2011,
sess_000709,0,4,,0.0409,0.4879,0.4254,0.0467,0.0401,0.1019,0.1046,0.2435,0.0313,0.0555,0.1358,
sess_000710,0,16,0.2219,0.9107,0.1604,0.0806,0.4447,0.3143,0.0484,0.1561,0.1314,0.1524,0.4791,0.1744,
sess_000710,1,21,0.2487,0.7465,0.1604,0.0806,0.4447,0.3143,0.0484,0.1561,0.1314,0.1524,0.4791,0.1744,
sess_000710,2,29,0.2748,0.3486,0.1604,0.0806,0.4447,0.3143,0.0484,0.1561,0.1314,0.1524,0.4791,0.1744,
sess_000710,3,27,0.2914,1.1396,0.1604,0.0806,0.4447,0.3143,0.0484,0.1561,0.1314,0.1524,0.4791,0.1744,
sess_000710,4,30,0.2021,1.0371,0.1604,0.0806,0.4447,0.3143,0.0484,0.1561,0.1314,0.1524,0.4791,0.1744,
sess_000710,5,32,0.3291,1.3056,0.1604,0.0806,0.4447,0.3143,0.0484,0.1561,0.1314,0.1524,0.4791,0.1744,
sess_000710,6,34,0.3154,1.0905,0.1604,0.0806,0.4447,0.3143,0.0484,0.1561,0.1314,0.1524,0.4791,0.1744,
sess_000710,7,38,0.4134,1.0951,0.1604,0.0806,0.4447,0.3143,0.0484,0.1561,0.1314,0.1524,0.4791,0.1744,
sess_000710,8,39,0.2704,1.0263,0.1604,0.0806,0.4447,0.3143,0.0484,0.1561,0.1314,0.1524,0.4791,0.1744,
sess_000710,9,48,0.2959,0.8405,0.1604,0.0806,0.4447,0.3143,0.0484,0.1561,0.1314,0.1524,0.4791,0.1744,
sess_000710,10,50,0.2398,0.5371,0.1604,0.0806,0.4447,0.3143,0.0484,0.1561,0.1314,0.1524,0.4791,0.1744,
sess_000711,0,22,0.1155,0.4097,0.3898,0.3347,0.1485,0.127,0.0104,0.1794,0.108,0.0774,0.2695,0.1295,
sess_000711,1,30,0.0813,0.5977,0.3898,0.3347,0.1485,0.127,0.0104,0.1794,0.108,0.0774,0.2695,0.1295,
sess_000711,2,35,0.0835,0.3362,0.3898,0.3347,0.1485,0.127,0.0104,0.1794,0.108,0.0774,0.2695,0.1295,
sess_000711,3,33,0.1096,0.4432,0.3898,0.3347,0.1485,0.127,0.0104,0.1794,0.108,0.0774,0.2695,0.1295,
sess_000711,4,35,0.1173,0.4217,0.3898,0.3347,0.1485,0.127,0.0104,0.1794,0.108,0.0774,0.2695,0.1295,
sess_000711,5,41,0.1186,0.4103,0.3898,0.3347,0.1485,0.127,0.0104,0.1794,0.108,0.0774,0.2695,0.1295,
sess_000711,6,43,0.0652,0.2369,0.3898,0.3347,0.1485,0.127,0.0104,0.1794,0.108,0.0774,0.2695,0.1295,
sess_000711,7,41,0.0805,0.239,0.3898,0.3347,0.1485,0.127,0.0104,0.1794,0.108,0.0774,0.2695,0.1295,
sess_000711,8,52,0.147,0.4232,0.3898,0.3347,0.1485,0.127,0.0104,0.1794,0.108,0.0774,0.2695,0.1295,
sess_000711,9,48,0.0836,0.2695,0.3898,0.3347,0.1485,0.127,0.0104,0.1794,0.108,0.0774,0.2695,0.1295,
sess_000711,10,52,0.1465,0.2101,0.3898,0.3347,0.1485,0.127,0.0104,0.1794,0.108,0.0774,0.2695,0.1295,
sess_000711,11,59,0.0766,0.4019,0.3898,0.3347,0.1485,0.127,0.0104,0.1794,0.108,0.0774,0.2695,0.1295,
sess_000711,12,60,0.0796,0.2779,0.3898,0.3347,0.1485,0.127,0.0104,0.1794,0.108,0.0774,0.2695,0.1295,
sess_000711,13,66,0.0701,0.2712,0.3898,0.3347,0.1485,0.127,0.0104,0.1794,0.108,0.0774,0.2695,0.1295,
sess_000711,14,67,0.0747,0.2421,0.3898,0.3347,0.1485,0.127,0.0104,0.1794,0.108,0.0774,0.2695,0.1295,
sess_000712,0,12,0.2719,1.0209,0.4182,0.2303,0.0293,0.3223,0.0566,0.4203,0.1923,0.0954,0.1258,0.1526,
sess_000712,1,14,0.182,1.2266,0.4182,0.2303,0.0293,0.3223,0.0566,0.4203,0.1923,0.0954,0.1258,0.1526,
sess_000712,2,12,0.1676,0.5479,0.4182,0.2303,0.0293,0.3223,0.0566,0.4203,0.1923,0.0954,0.1258,0.1526,
sess_000712,3,19,0.0996,2.1855,0.4182,0.2303,0.0293,0.3223,0.0566,0.4203,0.1923,0.0954,0.1258,0.1526,
