session_id,platform,content_format,creator_account_id,creator_age_band,creator_region,account_tenure_days,start_time_local,duration_sec,category,aud_u18_share,aud_18_24_share,aud_25_plus_share,aud_unknown_share,viewer_peak,join_rate_per_min,exit_rate_per_min,comment_rate_per_min,cross_age_interaction_rate,text_signal,audio_signal,visual_signal,behavior_signal,novelty_score,trend_cluster_id,risk_score,risk_velocity,confidence_band,risk_tier,abstain_flag,suggested_action_tier,human_review_required,moderator_decision,final_action_taken,raw_report_count,downstream_harm_report_count,policy_violation_downstream,appeal_or_reversal,driver_age_risk,driver_boundary_escalation,driver_contextual_vulnerability,driver_emerging_trend
sess_000591,tiktok,live,acct_000336,18_24,NA,207,2025-12-29T17:50:00,948,music,0.169,0.336,0.3308,0.1642,26,0.0267,0.0678,0.8247,0.3967,0.3593,0.1041,0.1396,0.2737,0.6649,trend_16,0.3053,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000592,tiktok,live,acct_001981,18_24,NA,389,2025-11-03T02:21:00,2004,sports,,,,,95,0.0327,0.0258,0.769,0.1912,0.1766,0.1011,0.3292,0.0547,0.1029,trend_15,0.1499,0.0,high,low,False,none,False,unknown,none,0,3,False,False,False,False,False,False
sess_000593,facebook,short_video,acct_001244,25_plus,APAC,219,2025-12-10T07:09:00,49,beauty,0.0171,0.09,0.5451,0.3478,47,,,0.0918,0.0611,0.1091,0.1032,0.0126,0.4787,0.2025,trend_23,0.1982,0.0011,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000594,youtube,short_video,acct_000721,u18,EU,678,2025-11-01T21:00:00,29,beauty,0.4011,0.3947,0.0157,0.1886,20,,,0.056,0.1993,0.082,0.3,0.0602,0.1383,0.4285,trend_39,0.1644,0.0168,high,low,False,none,False,unknown,none,1,1,False,False,False,False,True,False
sess_000595,instagram,short_video,acct_001893,u18,EU,286,2025-12-02T01:43:00,63,general,0.5617,0.3633,0.0694,0.0056,25,,,0.1664,0.3421,0.1051,0.1246,0.0353,0.3256,0.1642,trend_34,0.1906,0.0354,high,low,False,none,False,unknown,none,1,0,False,False,False,False,False,False
sess_000596,youtube,short_video,acct_001576,25_plus,,1377,2025-11-13T00:09:00,74,lifestyle,0.0284,0.3314,0.6111,0.0292,14,,,0.0508,0.2038,0.27,0.1627,0.1792,0.1786,0.6374,trend_32,0.2461,-0.0154,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,True
sess_000597,youtube,short_video,acct_000772,25_plus,MEA,766,2025-11-19T09:16:00,90,education,0.1291,0.5172,0.3291,0.0245,27,,,0.0625,0.0225,0.2085,0.0205,0.0117,0.2731,0.3111,trend_42,0.1603,-0.0063,high,low,False,none,False,unknown,none,0,0,False,False,False,True,False,False
sess_000598,tiktok,short_video,acct_001542,25_plus,EU,42,2025-12-26T18:15:00,90,sports,0.0642,0.2309,0.2438,0.4611,29,,,0.133,0.2012,0.1156,0.1382,0.1455,0.308,0.175,trend_41,0.1934,-0.0011,high,low,False,none,False,unknown,none,0,2,True,False,False,False,False,False
sess_000599,instagram,live,acct_001786,18_24,NA,233,2025-12-07T05:15:00,2558,general,0.4358,0.1709,0.3718,0.0215,47,0.2058,0.0592,0.7547,0.1339,0.0427,0.1008,0.0585,0.506,0.1441,trend_44,0.2022,0.0,high,low,False,none,False,unknown,none,0,0,False,False,True,True,True,False
sess_000600,youtube,short_video,acct_001429,25_plus,LATAM,289,2025-11-26T02:42:00,16,music,0.1101,0.3647,0.4269,0.0983,19,,,0.1128,0.1637,0.2775,0.1573,0.1083,0.2463,0.1398,trend_06,0.1989,0.01,high,low,False,none,False,unknown,none,0,1,False,False,False,True,False,False
sess_000601,facebook,live,acct_001031,18_24,MEA,806,2025-12-25T11:53:00,418,fitness,0.0378,0.4133,0.1627,0.3862,32,0.1087,0.1284,0.4047,0.0562,0.4875,0.1151,0.5053,0.0993,0.0856,trend_36,0.2528,0.0,high,low,False,none,False,unknown,none,0,2,False,False,False,False,True,False
sess_000602,youtube,live,acct_000974,18_24,EU,356,2025-12-12T23:54:00,2417,sports,0.5304,0.2808,0.1738,0.0149,79,0.2489,0.0375,0.8959,0.2362,0.1513,0.2318,0.0175,0.0945,0.0915,trend_07,0.1236,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000603,facebook,live,acct_001284,18_24,LATAM,319,2025-11-28T23:47:00,2348,comedy,0.1692,0.433,0.2934,0.1044,392,0.0633,0.0551,1.1472,0.2166,0.0374,0.1066,0.0623,0.0508,0.2753,trend_09,0.0979,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000604,tiktok,live,acct_000629,18_24,LATAM,370,2025-12-23T18:58:00,1088,gaming,0.1214,0.2396,0.1141,0.525,85,0.0798,0.236,0.7197,0.0767,0.0072,0.0024,0.0579,0.0265,0.1499,trend_13,0.0439,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000605,youtube,live,acct_000187,18_24,EU,182,2025-12-09T16:14:00,3366,music,0.2357,0.6742,0.0422,0.0479,160,0.0881,0.4378,1.1386,0.0787,0.0612,0.1219,0.3163,0.0206,0.3079,trend_28,0.1286,0.0,high,low,False,none,False,unknown,none,3,0,False,False,False,False,False,False
sess_000606,tiktok,short_video,acct_001260,u18,LATAM,543,2025-12-27T03:25:00,40,news,0.1464,0.5339,0.3027,0.017,49,,,0.1576,0.0398,0.0865,0.0871,0.2003,0.1123,0.2373,trend_35,0.1237,0.0164,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000607,facebook,short_video,acct_001061,25_plus,LATAM,279,2025-11-23T03:48:00,31,lifestyle,0.0805,0.5221,0.3333,0.0642,35,,,0.0575,0.1457,0.1772,0.2124,0.0751,0.1145,0.0312,trend_29,0.1264,0.0314,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000608,instagram,live,acct_001504,18_24,APAC,558,2025-12-13T02:23:00,1902,general,0.4632,0.3582,0.1204,0.0582,198,0.2765,0.1694,2.1631,0.0074,0.0428,0.2856,0.0647,0.1511,0.14,trend_36,0.1068,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000609,tiktok,live,acct_000902,25_plus,NA,368,2025-11-15T11:52:00,2276,comedy,0.2162,0.177,0.225,0.3818,123,0.0704,0.1051,0.7738,0.6138,0.1444,0.0505,0.0911,0.6335,0.2019,trend_18,0.3245,0.0,high,low,False,none,False,unknown,none,5,1,True,False,True,True,False,False
sess_000610,instagram,short_video,acct_001973,18_24,EU,741,2025-11-27T09:51:00,73,sports,0.4286,0.2116,0.3448,0.0149,19,,,0.0636,0.0675,0.0213,0.0929,0.2059,0.2835,0.1741,trend_21,0.1559,-0.022,high,low,False,none,False,unknown,none,0,0,False,False,False,True,False,False
sess_000611,tiktok,short_video,acct_001811,25_plus,,347,2025-12-01T09:25:00,52,sports,0.0091,0.541,0.4396,0.0102,7,,,0.0469,0.1142,0.0116,0.1226,0.0927,0.2051,0.4171,trend_43,0.1443,0.0392,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000612,tiktok,short_video,acct_001305,18_24,EU,229,2025-11-04T06:36:00,82,news,0.3604,0.3156,0.0661,0.258,28,,,0.0525,0.0385,0.0686,0.1548,0.3845,0.2463,0.1642,trend_24,0.1898,-0.0156,high,low,False,none,False,unknown,none,1,0,False,False,False,False,False,False
sess_000613,youtube,short_video,acct_000792,25_plus,EU,159,2025-11-27T21:27:00,52,education,0.5949,0.0705,0.2176,0.1171,25,,,0.1844,0.1541,0.0465,0.0933,0.0515,0.2514,0.097,trend_22,0.1274,0.0259,high,low,False,none,False,unknown,none,0,0,True,False,False,False,False,False
sess_000614,tiktok,short_video,acct_001655,25_plus,MEA,199,2025-11-18T09:22:00,45,gaming,0.2715,0.2152,0.4766,0.0367,31,,,0.0517,0.1481,0.2061,0.1268,0.0173,0.1057,0.2794,trend_15,0.1365,-0.0233,high,low,False,none,False,unknown,none,0,1,True,False,False,False,False,False
sess_000615,tiktok,short_video,acct_001541,18_24,MEA,541,2025-11-06T06:53:00,25,gaming,0.2418,0.546,0.2047,0.0076,14,,,0.0175,0.2734,0.1403,0.0023,0.4086,0.1394,0.4955,trend_11,0.226,-0.0119,high,low,False,none,False,unknown,none,1,1,False,False,False,False,False,False
sess_000616,instagram,short_video,acct_001646,18_24,EU,808,2025-11-20T17:08:00,46,fitness,0.2325,0.3274,0.2902,0.1498,11,,,0.1963,0.1212,0.1238,0.0088,0.0423,0.0579,0.0848,trend_10,0.075,0.0218,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000617,tiktok,live,acct_000544,18_24,MEA,361,2025-11-23T12:10:00,1141,general,0.0338,0.212,0.2852,0.469,143,0.1953,0.0566,1.1108,0.1415,0.1005,0.117,0.0405,0.0249,0.1431,trend_07,0.0794,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000618,instagram,live,acct_001973,25_plus,APAC,63,2025-11-28T22:43:00,856,news,0.1085,0.4481,0.2664,0.1771,30,0.1174,0.3478,0.6717,0.2618,0.07,0.1503,0.2973,0.1159,0.1766,trend_21,0.1655,0.0,high,low,False,none,False,unknown,none,0,0,False,False,True,False,True,False
sess_000619,instagram,short_video,acct_000070,18_24,MEA,251,2025-11-27T06:01:00,66,news,0.4764,0.1084,0.2287,0.1865,46,,,0.2669,0.0496,0.1246,0.0769,0.0442,0.0837,0.2556,trend_27,0.098,-0.0194,high,low,False,none,False,unknown,none,0,0,True,False,False,False,False,False
sess_000620,tiktok,short_video,acct_000950,18_24,EU,880,2025-11-10T07:58:00,23,gaming,0.302,0.305,0.0506,0.3424,41,,,0.4078,0.207,0.1531,0.1875,0.1138,0.0619,0.0164,trend_11,0.1167,-0.0004,high,low,False,none,False,unknown,none,1,1,False,False,False,False,False,False
sess_000621,instagram,short_video,acct_000129,25_plus,NA,143,2025-11-22T22:50:00,20,general,0.0001,0.0509,0.9311,0.0179,20,,,0.159,0.181,0.2459,0.0421,0.0941,0.0465,0.147,trend_22,0.1247,-0.0326,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000622,youtube,short_video,acct_000020,25_plus,,194,2025-12-27T03:48:00,42,comedy,,,,,16,,,0.0408,0.2488,0.8341,0.0105,0.0494,0.0625,0.1443,trend_31,0.2463,0.034,high,low,False,none,False,unknown,none,0,0,False,False,False,False,True,False
sess_000623,tiktok,short_video,acct_001406,18_24,LATAM,186,2025-12-30T14:14:00,44,sports,0.6232,0.161,0.1736,0.0422,4,,,0.04,0.1924,0.1607,0.0317,0.0116,0.3144,0.5738,trend_21,0.2091,-0.0038,high,low,False,none,False,unknown,none,0,1,False,False,False,True,False,False
sess_000624,tiktok,short_video,acct_000443,18_24,NA,274,2025-12-02T09:36:00,84,fitness,0.2033,0.5703,0.111,0.1153,5,,,0.1666,0.0903,0.0477,0.0137,0.2668,0.128,0.3068,trend_02,0.1372,-0.01,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000625,youtube,live,acct_000223,u18,EU,506,2025-11-09T06:24:00,360,comedy,0.3657,0.3016,0.0132,0.3196,105,0.1638,0.2655,2.105,0.0684,0.0509,0.0621,0.1689,0.1738,0.055,trend_04,0.1102,0.0,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000626,youtube,live,acct_000711,18_24,LATAM,450,2025-12-01T19:56:00,2007,fitness,0.2538,0.2269,0.4952,0.0241,19,0.0584,0.153,0.4568,0.5211,0.3208,0.2623,0.0404,0.2419,0.2281,trend_12,0.2571,0.0,high,low,False,none,False,unknown,none,0,1,False,False,False,False,True,False
sess_000627,instagram,short_video,acct_000719,18_24,APAC,86,2025-11-14T03:27:00,90,comedy,0.1484,0.4825,0.0574,0.3117,14,,,0.0385,0.0828,0.0998,0.0247,0.0945,0.3597,0.1512,trend_27,0.1672,-0.0132,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000628,tiktok,short_video,acct_001309,unknown,EU,32,2025-12-19T23:55:00,43,sports,0.2914,0.151,0.1817,0.3759,46,,,0.0817,0.2706,0.0347,0.2542,0.1229,0.4011,0.1677,trend_04,0.2167,-0.024,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000629,facebook,short_video,acct_001315,25_plus,MEA,695,2025-11-29T06:48:00,66,fitness,,,,1.0,35,,,0.0288,0.0246,0.0096,0.0006,0.0367,0.2487,0.451,trend_12,0.1256,0.0157,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000630,facebook,short_video,acct_000429,25_plus,MEA,373,2025-11-20T16:22:00,82,beauty,0.035,0.4722,0.3149,0.1779,76,,,0.0491,0.0306,0.0752,0.007,0.1211,0.1372,0.1826,trend_11,0.0994,-0.0212,high,low,False,none,False,unknown,none,0,0,False,False,False,False,True,False
sess_000631,instagram,live,acct_000257,u18,NA,549,2025-11-09T18:10:00,901,lifestyle,0.3544,0.1338,0.2978,0.2141,18,0.3988,0.2914,0.4028,0.0961,0.0986,0.0247,0.0549,0.5509,0.0832,trend_01,0.2081,0.0,high,low,False,none,False,unknown,none,0,0,True,False,False,False,False,False
sess_000632,youtube,short_video,acct_001509,25_plus,EU,819,2025-11-10T10:44:00,62,comedy,0.0166,0.2926,0.5455,0.1452,9,,,0.0903,0.0688,0.0694,0.1225,0.0339,0.0656,0.0175,trend_35,0.062,-0.0324,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000633,tiktok,short_video,acct_001962,18_24,LATAM,382,2025-12-27T04:20:00,68,news,0.0908,0.3176,0.5079,0.0837,13,,,0.0785,0.0099,0.0739,0.4047,0.1589,0.3041,0.1161,trend_20,0.1833,0.0122,high,low,False,none,False,unknown,none,0,2,False,False,False,False,True,False
sess_000634,tiktok,live,acct_000566,25_plus,MEA,595,2025-11-25T05:03:00,500,comedy,0.2623,0.15,0.5704,0.0174,118,0.0775,0.075,1.8233,0.0543,0.23,0.3148,0.1211,0.2045,0.3124,trend_23,0.1989,0.0,high,low,False,none,False,unknown,none,0,2,False,False,False,True,False,False
sess_000635,instagram,short_video,acct_001564,25_plus,EU,347,2025-12-10T13:09:00,79,education,0.0321,0.1751,0.7508,0.042,51,,,0.0543,0.2524,0.1621,0.0378,0.0119,0.0977,0.5821,trend_34,0.1574,0.0075,high,low,False,none,False,unknown,none,0,2,False,False,False,False,False,False
sess_000636,instagram,live,acct_001963,u18,APAC,371,2025-11-26T04:13:00,1307,gaming,,,,1.0,337,0.071,0.059,1.1944,0.0547,0.103,0.0357,0.0006,0.1346,0.1779,trend_21,0.0864,0.0,high,low,False,none,False,unknown,none,6,2,False,False,False,False,False,False
sess_000637,facebook,short_video,acct_001714,18_24,EU,479,2025-12-20T06:55:00,39,news,0.2045,0.415,0.2309,0.1496,15,,,0.0826,0.2757,0.1204,0.0638,0.1152,0.0593,0.3619,trend_35,0.1395,-0.0068,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000638,instagram,live,acct_001406,u18,EU,993,2025-11-23T22:28:00,3327,fitness,0.1041,0.2664,0.1889,0.4406,108,0.0888,0.0455,0.5527,0.1062,0.0362,0.1153,0.1668,0.3395,0.1146,trend_27,0.1688,0.0,high,low,False,none,False,unknown,none,1,0,True,False,False,True,False,False
sess_000639,tiktok,short_video,acct_001554,25_plus,NA,493,2025-11-23T11:06:00,42,fitness,0.1824,0.5127,0.147,0.158,27,,,0.356,0.4168,0.36,0.0019,0.1443,0.1278,0.3632,trend_03,0.2275,-0.0351,high,low,False,none,False,unknown,none,0,1,False,False,True,False,False,False
sess_000640,facebook,short_video,acct_000274,25_plus,LATAM,179,2025-12-21T06:45:00,50,sports,0.0419,0.2543,0.6534,0.0504,75,,,0.0586,0.3323,0.3679,0.1349,0.3808,0.0696,0.5847,trend_10,0.2808,-0.003,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000641,youtube,live,acct_000680,25_plus,APAC,408,2025-11-09T23:32:00,3208,lifestyle,0.2384,0.1949,0.4424,0.1243,202,0.0795,0.0479,0.7675,0.0249,0.1307,0.0197,0.1169,0.1789,0.2936,trend_09,0.1342,0.0,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000642,youtube,live,acct_000737,25_plus,APAC,241,2025-11-22T05:04:00,988,fitness,0.2394,0.4176,0.1947,0.1483,183,0.0874,0.0409,0.5145,0.3007,0.233,0.1914,0.0543,0.0602,0.2185,trend_35,0.155,0.0,high,low,False,none,False,unknown,none,3,0,False,False,False,False,False,False
sess_000643,instagram,short_video,acct_001060,18_24,MEA,117,2025-12-04T05:09:00,43,music,0.1978,0.222,0.4809,0.0992,36,,,0.0548,0.143,0.1335,0.0834,0.1145,0.18,0.1707,trend_01,0.143,-0.0136,high,low,False,none,False,unknown,none,1,0,False,False,False,False,False,False
sess_000644,youtube,live,acct_000760,unknown,APAC,318,2025-11-28T11:05:00,2826,gaming,0.1796,0.1378,0.1256,0.557,13,0.2005,0.1412,1.0357,0.0597,0.0245,0.2482,0.1494,0.173,0.1508,trend_37,0.1278,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000645,tiktok,short_video,acct_000046,18_24,APAC,587,2025-12-17T07:16:00,59,fitness,0.114,0.7611,0.0446,0.0802,39,,,0.0484,0.1482,0.0817,0.0431,0.0765,0.3806,0.2676,trend_30,0.1872,-0.0013,high,low,False,none,False,unknown,none,0,0,True,False,False,False,False,False
sess_000646,instagram,short_video,acct_001577,18_24,NA,565,2025-11-05T05:18:00,44,comedy,0.0515,0.5764,0.023,0.3491,65,,,0.0218,0.1029,0.3071,0.0065,0.0286,0.281,0.1359,trend_20,0.178,0.0301,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000647,tiktok,short_video,acct_001422,25_plus,LATAM,64,2025-11-02T00:53:00,23,general,0.2418,0.0955,0.5361,0.1266,60,,,0.028,0.2408,0.0671,0.3539,0.0579,0.4299,0.0469,trend_32,0.2145,0.0186,high,low,False,none,False,unknown,none,1,1,True,False,False,False,False,False
sess_000648,youtube,live,acct_000486,25_plus,LATAM,453,2025-12-16T19:50:00,418,news,0.5941,0.0733,0.2777,0.0549,205,0.1039,0.1475,0.8849,0.252,0.0271,0.0751,0.1125,0.1689,0.0444,trend_30,0.1157,0.0,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000649,instagram,live,acct_000784,u18,APAC,585,2025-11-05T22:31:00,474,education,0.2772,0.5109,0.1593,0.0526,372,0.0954,0.0751,0.9227,0.1172,0.2411,0.2164,0.0938,0.1753,0.2514,trend_37,0.1798,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000650,youtube,short_video,acct_000946,u18,MEA,81,2025-11-17T22:32:00,30,beauty,0.4261,0.3979,0.0232,0.1529,106,,,0.2264,0.1211,0.1704,0.1589,0.0981,0.2051,0.0583,trend_38,0.1488,0.0026,high,low,False,none,False,unknown,none,0,2,False,False,False,False,False,False
sess_000651,tiktok,short_video,acct_001321,unknown,NA,202,2025-12-09T15:16:00,70,news,0.0447,0.7157,0.2118,0.0278,13,,,0.0465,0.0394,0.5631,0.2468,0.0718,0.1465,0.464,trend_11,0.2537,-0.0148,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,True
sess_000652,tiktok,live,acct_001885,18_24,APAC,217,2025-11-01T22:47:00,2216,music,0.3996,0.3045,0.2281,0.0678,78,0.0748,0.1902,1.2565,0.3921,0.0136,0.2344,0.0362,0.2167,0.352,trend_20,0.1759,0.0,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000653,tiktok,short_video,acct_000198,u18,LATAM,158,2025-12-09T06:56:00,68,education,0.4695,0.1729,0.2494,0.1082,56,,,0.0725,0.0477,0.112,0.0147,0.2589,0.5132,0.2434,trend_28,0.2465,0.0335,high,low,False,none,False,unknown,none,0,1,False,False,False,True,False,False
sess_000654,youtube,short_video,acct_001948,18_24,APAC,486,2025-12-17T19:33:00,36,lifestyle,0.4982,0.2673,0.0322,0.2022,33,,,0.075,0.3846,0.0869,0.1437,0.074,0.2302,0.32,trend_33,0.1894,0.0124,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000655,tiktok,short_video,acct_001451,u18,NA,245,2025-11-26T16:58:00,88,comedy,0.359,0.1036,0.1614,0.3761,100,,,0.1461,0.3027,0.0982,0.0027,0.2558,0.0869,0.1887,trend_29,0.1474,0.0017,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000656,tiktok,short_video,acct_000213,u18,,381,2025-11-18T03:49:00,60,fitness,0.3431,0.1406,0.2484,0.2678,15,,,0.1348,0.0619,0.0982,0.0081,0.275,0.2434,0.3496,trend_40,0.1825,0.0141,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000657,instagram,short_video,acct_000934,25_plus,NA,297,2025-12-25T03:37:00,73,comedy,,,,1.0,11,,,0.0564,0.3369,0.1245,0.1,0.0585,0.2785,0.3907,trend_34,0.1933,0.0186,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000658,tiktok,live,acct_000247,18_24,LATAM,392,2025-12-07T19:03:00,1184,general,0.4131,0.3868,0.1452,0.0549,310,0.1312,0.135,1.0251,0.5749,0.2182,0.196,0.1399,0.0862,0.636,trend_14,0.2495,0.0,high,low,False,none,False,unknown,none,0,2,False,False,False,False,False,True
sess_000659,instagram,live,acct_000622,unknown,MEA,166,2025-11-12T10:52:00,3261,gaming,0.5094,0.2972,0.0691,0.1243,55,0.1024,0.1561,0.4143,0.1172,0.0444,0.0611,0.1605,0.4153,0.2115,trend_03,0.1963,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,True,False,False
sess_000660,instagram,short_video,acct_000405,25_plus,MEA,425,2025-11-28T08:30:00,30,comedy,0.4184,0.077,0.4449,0.0597,92,,,0.1039,0.095,0.0211,0.1288,0.1704,0.2241,0.1579,trend_01,0.1381,0.0112,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000661,facebook,live,acct_000765,18_24,EU,258,2025-11-21T16:30:00,638,gaming,0.12,0.3112,0.3197,0.2491,207,0.1341,0.0708,0.5936,0.068,0.1174,0.0175,0.053,0.3687,0.5254,trend_18,0.201,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000662,tiktok,live,acct_000141,18_24,APAC,716,2025-12-30T16:00:00,3419,gaming,0.2687,0.5867,0.0647,0.08,28,0.6578,0.2923,1.1538,0.0567,0.0229,0.041,0.0767,0.1498,0.1309,trend_13,0.0848,0.0,high,low,False,none,False,unknown,none,0,1,False,False,False,False,True,False
sess_000663,youtube,short_video,acct_001508,25_plus,,187,2025-12-06T17:59:00,88,general,0.1291,0.3055,0.4551,0.1103,10,,,0.169,0.4445,0.2901,0.1238,0.0789,0.2974,0.2455,trend_33,0.2516,0.0111,high,low,False,none,False,unknown,none,0,1,False,False,True,True,False,True
sess_000664,instagram,short_video,acct_001538,18_24,MEA,256,2025-11-08T11:24:00,29,gaming,0.1933,0.589,0.1912,0.0264,10,,,0.0453,0.0431,0.0032,0.1573,0.0143,0.4952,0.0448,trend_03,0.1673,0.0086,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000665,youtube,short_video,acct_001520,25_plus,MEA,459,2025-12-22T08:39:00,47,music,0.1855,0.3536,0.4506,0.0104,41,,,0.0138,0.1943,0.0293,0.008,0.304,0.2322,0.1012,trend_26,0.1604,-0.0081,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000666,facebook,short_video,acct_001360,18_24,NA,1201,2025-12-18T00:44:00,56,sports,0.163,0.4636,0.2183,0.1551,48,,,0.0627,0.119,0.0611,0.0949,0.0089,0.1395,0.1445,trend_12,0.0923,0.0165,high,low,False,none,False,unknown,none,1,0,False,False,False,False,True,False
sess_000667,tiktok,short_video,acct_001371,unknown,EU,63,2025-12-25T18:39:00,25,music,0.0802,0.1428,0.4408,0.3362,41,,,0.124,0.0493,0.0214,0.0796,0.3237,0.0249,0.2945,trend_32,0.1133,-0.0275,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000668,facebook,short_video,acct_000395,u18,NA,8,2025-12-02T02:54:00,21,comedy,0.2602,0.5006,0.0788,0.1604,24,,,0.0703,0.3366,0.048,0.0324,0.1163,0.1044,0.1855,trend_42,0.1229,0.0245,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000669,youtube,live,acct_000069,18_24,APAC,294,2025-12-11T23:19:00,975,beauty,0.2693,0.2964,0.1053,0.329,313,0.0901,0.1082,0.2558,0.1948,0.0443,0.1828,0.0657,0.1404,0.3482,trend_04,0.1374,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,True
sess_000670,youtube,short_video,acct_001679,unknown,APAC,153,2025-11-12T20:48:00,18,gaming,0.1603,0.1056,0.4025,0.3316,26,,,0.0429,0.2313,0.1764,0.0897,0.1021,0.0234,0.0024,trend_13,0.1007,0.0528,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000671,facebook,short_video,acct_000162,25_plus,APAC,426,2025-12-22T03:01:00,33,lifestyle,0.1991,0.0997,0.6196,0.0816,44,,,0.1567,0.031,0.0409,0.1283,0.0551,0.1474,0.0398,trend_01,0.0807,0.0258,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000672,tiktok,live,acct_000614,25_plus,LATAM,376,2025-11-02T12:15:00,1182,comedy,0.4379,0.1528,0.3367,0.0726,179,0.0508,0.0756,1.6283,0.3666,0.1205,0.0077,0.1096,0.2318,0.0794,trend_07,0.1638,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000673,instagram,short_video,acct_000361,u18,NA,574,2025-12-04T01:49:00,90,gaming,0.5486,0.3397,0.0773,0.0344,59,,,0.0525,0.1229,0.1871,0.1191,0.0469,0.0048,0.1164,trend_44,0.0892,-0.0073,high,low,False,none,False,unknown,none,0,3,False,False,False,False,False,False
sess_000674,tiktok,live,acct_001599,u18,NA,216,2025-12-26T19:06:00,2399,beauty,0.763,0.1222,0.0035,0.1113,435,0.6485,0.0455,0.3739,0.0606,0.0755,0.075,0.0744,0.1849,0.1864,trend_39,0.1152,0.0,high,low,False,none,False,unknown,none,0,2,False,False,False,False,False,False
sess_000675,tiktok,short_video,acct_000176,u18,APAC,136,2025-11-24T01:58:00,60,fitness,0.355,0.4389,0.03,0.1762,4,,,0.0561,0.1581,0.0864,0.2079,0.3595,0.071,0.0123,trend_26,0.1446,0.0125,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000676,tiktok,short_video,acct_001100,u18,LATAM,204,2025-12-12T04:43:00,13,education,0.3688,0.5933,0.0363,0.0017,32,,,0.0847,0.0391,0.0525,0.0573,0.0153,0.0654,0.0657,trend_22,0.0496,-0.0019,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000677,instagram,short_video,acct_000906,25_plus,NA,211,2025-12-29T11:10:00,37,comedy,0.1859,0.1797,0.573,0.0614,31,,,0.1284,0.1806,0.3372,0.0324,0.1745,0.1797,0.2407,trend_23,0.2049,0.0088,high,low,False,none,False,unknown,none,0,1,True,False,False,False,False,False
sess_000678,tiktok,live,acct_000818,25_plus,NA,660,2025-12-14T03:50:00,1268,general,0.006,0.5423,0.3467,0.105,429,0.1372,0.1795,0.3916,0.1203,0.0431,0.2205,0.1064,0.7754,0.242,trend_43,0.3064,0.0,high,low,False,none,False,unknown,none,0,2,False,False,False,True,False,False
